FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,3,0:00:01.492378,0.12834622689247108,kNN,4,Regression,18.911174785100286,0.31500024869571064
MICE,,0:12:00.927778,0.08997512404910378,kNN,4,Regression,8.30945558739255,0.4617018049564915
GAIN,,0:00:01.329368,0.31092247162912795,kNN,4,Regression,28.36676217765043,-0.05403214546239732
Mean,,0:00:00.008007,0.1517740084716665,kNN,4,Regression,18.05157593123209,0.2589053412985812
Median,,0:00:00,0.1538867631526167,kNN,4,Regression,18.624641833810887,0.27980647567703676
Min,,0:00:00,0.3368815062737125,kNN,4,Regression,24.355300859598852,0.04058830968634752
Max,,0:00:00,0.7404608724491005,kNN,4,Regression,30.08595988538682,-0.10219560442389364
Full,,,,kNN,4,Regression,7.736389684813753,0.4899421738347879
kNN,3,0:00:01.492378,0.12834622689247108,kNN,11,Classification,16.332378223495702,0.36103151862464183
MICE,,0:12:00.927778,0.08997512404910378,kNN,11,Classification,8.022922636103152,0.4068767908309456
GAIN,,0:00:01.329368,0.31092247162912795,kNN,11,Classification,27.507163323782233,0.30659025787965616
Mean,,0:00:00.008007,0.1517740084716665,kNN,11,Classification,17.478510028653297,0.3467048710601719
Median,,0:00:00,0.1538867631526167,kNN,11,Classification,18.05157593123209,0.3524355300859599
Min,,0:00:00,0.3368815062737125,kNN,11,Classification,24.64183381088825,0.32664756446991405
Max,,0:00:00,0.7404608724491005,kNN,11,Classification,30.659025787965614,0.28939828080229224
Full,,,,kNN,11,Classification,6.590257879656161,0.45272206303724927
kNN,3,0:00:01.492378,0.12834622689247108,RandomForest,34,Regression,8.022922636103152,0.4574099287805631
MICE,,0:12:00.927778,0.08997512404910378,RandomForest,34,Regression,7.163323782234957,0.444080516232466
GAIN,,0:00:01.329368,0.31092247162912795,RandomForest,34,Regression,16.045845272206304,0.12282522425195919
Mean,,0:00:00.008007,0.1517740084716665,RandomForest,34,Regression,10.02865329512894,0.417686654677629
Median,,0:00:00,0.1538867631526167,RandomForest,34,Regression,9.455587392550143,0.42466496695771694
Min,,0:00:00,0.3368815062737125,RandomForest,34,Regression,14.613180515759312,0.20301149429004395
Max,,0:00:00,0.7404608724491005,RandomForest,34,Regression,18.33810888252149,-0.034745338589812436
Full,,,,RandomForest,34,Regression,6.590257879656161,0.4774282865242383
kNN,3,0:00:01.492378,0.12834622689247108,RandomForest,27,Classification,9.455587392550143,0.33810888252148996
MICE,,0:12:00.927778,0.08997512404910378,RandomForest,27,Classification,9.455587392550143,0.3467048710601719
GAIN,,0:00:01.329368,0.31092247162912795,RandomForest,27,Classification,11.174785100286533,0.3237822349570201
Mean,,0:00:00.008007,0.1517740084716665,RandomForest,27,Classification,9.742120343839542,0.34097421203438394
Median,,0:00:00,0.1538867631526167,RandomForest,27,Classification,10.315186246418339,0.3438395415472779
Min,,0:00:00,0.3368815062737125,RandomForest,27,Classification,12.607449856733524,0.3123209169054441
Max,,0:00:00,0.7404608724491005,RandomForest,27,Classification,13.753581661891117,0.32664756446991405
Full,,,,RandomForest,27,Classification,8.30945558739255,0.35816618911174786
