FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,21,0:00:00.713672,0.06413940083181677,kNN,6,Regression,10.02865329512894,0.6892394019295176
MICE,,0:12:52.035693,0.0543581139520503,kNN,6,Regression,7.163323782234957,0.74467749945533
GAIN,,0:00:01.348370,0.36247183459185905,kNN,6,Regression,15.18624641833811,0.5260696645300073
Mean,,0:00:00,0.1003102892266553,kNN,6,Regression,12.320916905444125,0.6216592928055411
Median,,0:00:00.001000,0.10122834383027282,kNN,6,Regression,12.034383954154729,0.6032976616992786
Min,,0:00:00,0.29057584297438765,kNN,6,Regression,14.326647564469914,0.47864428959063043
Max,,0:00:00.001001,0.8239044045366726,kNN,6,Regression,18.05157593123209,0.415444839962963
Full,,,,kNN,6,Regression,7.4498567335243555,0.7511763051358357
kNN,21,0:00:00.713672,0.06413940083181677,kNN,13,Classification,8.595988538681949,0.48424068767908307
MICE,,0:12:52.035693,0.0543581139520503,kNN,13,Classification,6.017191977077364,0.48424068767908307
GAIN,,0:00:01.348370,0.36247183459185905,kNN,13,Classification,15.18624641833811,0.4498567335243553
Mean,,0:00:00,0.1003102892266553,kNN,13,Classification,10.315186246418339,0.46418338108882523
Median,,0:00:00.001000,0.10122834383027282,kNN,13,Classification,10.888252148997134,0.46418338108882523
Min,,0:00:00,0.29057584297438765,kNN,13,Classification,12.320916905444125,0.4699140401146132
Max,,0:00:00.001001,0.8239044045366726,kNN,13,Classification,17.478510028653297,0.44412607449856734
Full,,,,kNN,13,Classification,5.730659025787966,0.5157593123209169
kNN,21,0:00:00.713672,0.06413940083181677,RandomForest,38,Regression,10.02865329512894,0.6654489662132468
MICE,,0:12:52.035693,0.0543581139520503,RandomForest,38,Regression,10.601719197707736,0.6525124972798474
GAIN,,0:00:01.348370,0.36247183459185905,RandomForest,38,Regression,10.601719197707736,0.6500445141148211
Mean,,0:00:00,0.1003102892266553,RandomForest,38,Regression,10.02865329512894,0.6453461483919923
Median,,0:00:00.001000,0.10122834383027282,RandomForest,38,Regression,10.02865329512894,0.6447996818817308
Min,,0:00:00,0.29057584297438765,RandomForest,38,Regression,14.326647564469914,0.5094808250343105
Max,,0:00:00.001001,0.8239044045366726,RandomForest,38,Regression,11.74785100286533,0.6313599361637137
Full,,,,RandomForest,38,Regression,9.169054441260744,0.6653415684319774
kNN,21,0:00:00.713672,0.06413940083181677,RandomForest,39,Classification,11.74785100286533,0.37822349570200575
MICE,,0:12:52.035693,0.0543581139520503,RandomForest,39,Classification,11.174785100286533,0.3753581661891118
GAIN,,0:00:01.348370,0.36247183459185905,RandomForest,39,Classification,11.74785100286533,0.3753581661891118
Mean,,0:00:00,0.1003102892266553,RandomForest,39,Classification,12.320916905444125,0.3753581661891118
Median,,0:00:00.001000,0.10122834383027282,RandomForest,39,Classification,12.034383954154729,0.36962750716332377
Min,,0:00:00,0.29057584297438765,RandomForest,39,Classification,11.74785100286533,0.3667621776504298
Max,,0:00:00.001001,0.8239044045366726,RandomForest,39,Classification,11.461318051575931,0.3839541547277937
Full,,,,RandomForest,39,Classification,11.174785100286533,0.36962750716332377
