FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,5,0 days 00:00:04.283867,0.11152066692496275,kNN,5,Regression,12.607449856733524,0.5150295230759725
MICE,,0 days 00:40:24.092396,0.06732101377631242,kNN,5,Regression,7.4498567335243555,0.6954428434542705
GAIN,,0 days 00:36:09.666995,0.06205865163938975,kNN,5,Regression,9.455587392550143,0.6264025796899009
Mean,,0 days 00:00:00.037368,0.16058202178603795,kNN,5,Regression,18.624641833810887,0.3870069245559681
Median,,0 days 00:00:00.054506,0.16185027555893483,kNN,5,Regression,17.478510028653297,0.4130956195147878
Min,,0 days 00:00:00.000713,0.3655630474301776,kNN,5,Regression,20.630372492836678,0.1755754606292026
Max,,0 days 00:00:00.000670,0.7693886551526427,kNN,5,Regression,28.08022922636103,0.11303809750552929
kNN,5,0 days 00:00:04.283867,0.11152066692496275,kNN,11,Classification,10.888252148997134,0.4040114613180516
MICE,,0 days 00:40:24.092396,0.06732101377631242,kNN,11,Classification,6.303724928366762,0.4326647564469914
GAIN,,0 days 00:36:09.666995,0.06205865163938975,kNN,11,Classification,8.595988538681949,0.41260744985673353
Mean,,0 days 00:00:00.037368,0.16058202178603795,kNN,11,Classification,16.9054441260745,0.3667621776504298
Median,,0 days 00:00:00.054506,0.16185027555893483,kNN,11,Classification,16.332378223495702,0.3868194842406877
Min,,0 days 00:00:00.000713,0.3655630474301776,kNN,11,Classification,18.911174785100286,0.3638968481375358
Max,,0 days 00:00:00.000670,0.7693886551526427,kNN,11,Classification,28.939828080229226,0.3209169054441261
kNN,5,0 days 00:00:04.283867,0.11152066692496275,RandomForest,33,Regression,12.320916905444125,0.48870330351271596
MICE,,0 days 00:40:24.092396,0.06732101377631242,RandomForest,33,Regression,10.02865329512894,0.5173141487127753
GAIN,,0 days 00:36:09.666995,0.06205865163938975,RandomForest,33,Regression,11.174785100286533,0.502951790731772
Mean,,0 days 00:00:00.037368,0.16058202178603795,RandomForest,33,Regression,14.899713467048711,0.44805761263381416
Median,,0 days 00:00:00.054506,0.16185027555893483,RandomForest,33,Regression,14.326647564469914,0.4535498914717677
Min,,0 days 00:00:00.000713,0.3655630474301776,RandomForest,33,Regression,19.197707736389685,0.32231371207085
Max,,0 days 00:00:00.000670,0.7693886551526427,RandomForest,33,Regression,16.045845272206304,0.1924113501791972
kNN,5,0 days 00:00:04.283867,0.11152066692496275,RandomForest,33,Classification,11.74785100286533,0.332378223495702
MICE,,0 days 00:40:24.092396,0.06732101377631242,RandomForest,33,Classification,10.315186246418339,0.34097421203438394
GAIN,,0 days 00:36:09.666995,0.06205865163938975,RandomForest,33,Classification,10.315186246418339,0.3467048710601719
Mean,,0 days 00:00:00.037368,0.16058202178603795,RandomForest,33,Classification,12.034383954154729,0.3237822349570201
Median,,0 days 00:00:00.054506,0.16185027555893483,RandomForest,33,Classification,10.888252148997134,0.32951289398280803
Min,,0 days 00:00:00.000713,0.3655630474301776,RandomForest,33,Classification,12.320916905444125,0.3209169054441261
Max,,0 days 00:00:00.000670,0.7693886551526427,RandomForest,33,Classification,13.753581661891117,0.3037249283667622
