FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,9,0:00:01.307794,0.08400680027706703,kNN,17,Regression,15.472779369627506,0.45939061635651623
MICE,,0:12:21.787167,0.030559932201038847,kNN,17,Regression,9.169054441260744,0.5317323180096959
GAIN,,0:00:01.368333,0.46887339953616763,kNN,17,Regression,29.226361031518625,0.1812914151042051
Mean,,0:00:00,0.10520649477284554,kNN,17,Regression,18.624641833810887,0.4520532771169026
Median,,0:00:00.001000,0.10485399642847168,kNN,17,Regression,18.05157593123209,0.45924405555085523
Min,,0:00:00,0.29174446977603746,kNN,17,Regression,21.48997134670487,0.3175995741054898
Max,,0:00:00,0.8402653826927123,kNN,17,Regression,29.799426934097422,0.11737479035903797
Full,,,,kNN,17,Regression,8.595988538681949,0.5674276483693271
kNN,9,0:00:01.307794,0.08400680027706703,kNN,5,Classification,11.461318051575931,0.4154727793696275
MICE,,0:12:21.787167,0.030559932201038847,kNN,5,Classification,6.876790830945558,0.4355300859598854
GAIN,,0:00:01.368333,0.46887339953616763,kNN,5,Classification,27.507163323782233,0.32664756446991405
Mean,,0:00:00,0.10520649477284554,kNN,5,Classification,15.472779369627506,0.3839541547277937
Median,,0:00:00.001000,0.10485399642847168,kNN,5,Classification,14.326647564469914,0.4040114613180516
Min,,0:00:00,0.29174446977603746,kNN,5,Classification,21.77650429799427,0.3667621776504298
Max,,0:00:00,0.8402653826927123,kNN,5,Classification,29.799426934097422,0.3209169054441261
Full,,,,kNN,5,Classification,7.163323782234957,0.45272206303724927
kNN,9,0:00:01.307794,0.08400680027706703,RandomForest,60,Regression,12.034383954154729,0.5314195527538921
MICE,,0:12:21.787167,0.030559932201038847,RandomForest,60,Regression,10.888252148997134,0.5303167456968063
GAIN,,0:00:01.368333,0.46887339953616763,RandomForest,60,Regression,20.630372492836678,0.3786764309609745
Mean,,0:00:00,0.10520649477284554,RandomForest,60,Regression,13.753581661891117,0.48765762293591164
Median,,0:00:00.001000,0.10485399642847168,RandomForest,60,Regression,14.040114613180515,0.49480322404079125
Min,,0:00:00,0.29174446977603746,RandomForest,60,Regression,16.332378223495702,0.3367703546362135
Max,,0:00:00,0.8402653826927123,RandomForest,60,Regression,21.77650429799427,0.34395335858239795
Full,,,,RandomForest,60,Regression,10.315186246418339,0.531539900687948
kNN,9,0:00:01.307794,0.08400680027706703,RandomForest,33,Classification,11.461318051575931,0.36103151862464183
MICE,,0:12:21.787167,0.030559932201038847,RandomForest,33,Classification,10.888252148997134,0.3495702005730659
GAIN,,0:00:01.368333,0.46887339953616763,RandomForest,33,Classification,13.46704871060172,0.3438395415472779
Mean,,0:00:00,0.10520649477284554,RandomForest,33,Classification,12.893982808022923,0.3495702005730659
Median,,0:00:00.001000,0.10485399642847168,RandomForest,33,Classification,12.034383954154729,0.3467048710601719
Min,,0:00:00,0.29174446977603746,RandomForest,33,Classification,13.46704871060172,0.3438395415472779
Max,,0:00:00,0.8402653826927123,RandomForest,33,Classification,14.899713467048711,0.335243553008596
Full,,,,RandomForest,33,Classification,11.174785100286533,0.3524355300859599
