FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,3,0 days 00:00:09.657699,0.08287396908374782,kNN,13,Regression,13.753581661891117,0.38394681295229105
MICE,,0 days 00:31:13.968135,0.057151297355002496,kNN,13,Regression,7.736389684813753,0.483881079922695
GAIN,,0 days 00:30:15.922209,0.08044947896547953,kNN,13,Regression,10.02865329512894,0.45974379018626155
Mean,,0 days 00:00:00.005904,0.14462235770080495,kNN,13,Regression,18.05157593123209,0.3461526196381066
Median,,0 days 00:00:00.016775,0.1485486575206667,kNN,13,Regression,16.332378223495702,0.3527565645138985
Min,,0 days 00:00:00.002890,0.33128234320123356,kNN,13,Regression,21.77650429799427,0.24971953341544828
Max,,0 days 00:00:00.000870,0.7701691243555828,kNN,13,Regression,28.08022922636103,0.036487668009647534
kNN,3,0 days 00:00:09.657699,0.08287396908374782,kNN,5,Classification,14.899713467048711,0.4355300859598854
MICE,,0 days 00:31:13.968135,0.057151297355002496,kNN,5,Classification,10.315186246418339,0.4498567335243553
GAIN,,0 days 00:30:15.922209,0.08044947896547953,kNN,5,Classification,12.607449856733524,0.42120343839541546
Mean,,0 days 00:00:00.005904,0.14462235770080495,kNN,5,Classification,20.916905444126076,0.3753581661891118
Median,,0 days 00:00:00.016775,0.1485486575206667,kNN,5,Classification,18.624641833810887,0.3982808022922636
Min,,0 days 00:00:00.002890,0.33128234320123356,kNN,5,Classification,22.349570200573066,0.3753581661891118
Max,,0 days 00:00:00.000870,0.7701691243555828,kNN,5,Classification,31.51862464183381,0.3237822349570201
kNN,3,0 days 00:00:09.657699,0.08287396908374782,RandomForest,36,Regression,12.607449856733524,0.463763840507439
MICE,,0 days 00:31:13.968135,0.057151297355002496,RandomForest,36,Regression,10.888252148997134,0.4669206882346404
GAIN,,0 days 00:30:15.922209,0.08044947896547953,RandomForest,36,Regression,11.74785100286533,0.4726569258295765
Mean,,0 days 00:00:00.005904,0.14462235770080495,RandomForest,36,Regression,13.753581661891117,0.46729889725798657
Median,,0 days 00:00:00.016775,0.1485486575206667,RandomForest,36,Regression,13.46704871060172,0.4602070005296214
Min,,0 days 00:00:00.002890,0.33128234320123356,RandomForest,36,Regression,17.191977077363898,0.34911793297179594
Max,,0 days 00:00:00.000870,0.7701691243555828,RandomForest,36,Regression,20.630372492836678,0.31812856039635073
kNN,3,0 days 00:00:09.657699,0.08287396908374782,RandomForest,55,Classification,10.02865329512894,0.3868194842406877
MICE,,0 days 00:31:13.968135,0.057151297355002496,RandomForest,55,Classification,10.315186246418339,0.38968481375358166
GAIN,,0 days 00:30:15.922209,0.08044947896547953,RandomForest,55,Classification,10.02865329512894,0.3839541547277937
Mean,,0 days 00:00:00.005904,0.14462235770080495,RandomForest,55,Classification,9.742120343839542,0.38968481375358166
Median,,0 days 00:00:00.016775,0.1485486575206667,RandomForest,55,Classification,10.315186246418339,0.3868194842406877
Min,,0 days 00:00:00.002890,0.33128234320123356,RandomForest,55,Classification,12.893982808022923,0.3553008595988539
Max,,0 days 00:00:00.000870,0.7701691243555828,RandomForest,55,Classification,13.753581661891117,0.36962750716332377
