FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,17,0 days 00:00:01.907787,0.088660261442178,kNN,8,Regression,15.472779369627506,0.48917895265951983
MICE,,0 days 00:11:28.581207,0.026800503967224484,kNN,8,Regression,9.742120343839542,0.637464169701961
GAIN,,0 days 00:11:07.083776,0.029490916281724157,kNN,8,Regression,10.02865329512894,0.6497786987518599
Mean,,0 days 00:00:00.001181,0.1437334244741986,kNN,8,Regression,20.34383954154728,0.43558829641659036
Median,,0 days 00:00:00.052598,0.14409219071343987,kNN,8,Regression,19.770773638968482,0.42618324750049585
Min,,0 days 00:00:00.000158,0.3729297545855864,kNN,8,Regression,24.355300859598852,0.18173689501029944
Max,,0 days 00:00:00.000130,0.7946351202426153,kNN,8,Regression,29.226361031518625,0.025683606816852667
kNN,17,0 days 00:00:01.907787,0.088660261442178,kNN,13,Classification,13.180515759312321,0.4183381088825215
MICE,,0 days 00:11:28.581207,0.026800503967224484,kNN,13,Classification,8.022922636103152,0.4355300859598854
GAIN,,0 days 00:11:07.083776,0.029490916281724157,kNN,13,Classification,8.30945558739255,0.4355300859598854
Mean,,0 days 00:00:00.001181,0.1437334244741986,kNN,13,Classification,18.624641833810887,0.3954154727793696
Median,,0 days 00:00:00.052598,0.14409219071343987,kNN,13,Classification,17.76504297994269,0.40114613180515757
Min,,0 days 00:00:00.000158,0.3729297545855864,kNN,13,Classification,19.770773638968482,0.38108882521489973
Max,,0 days 00:00:00.000130,0.7946351202426153,kNN,13,Classification,26.361031518624642,0.3553008595988539
kNN,17,0 days 00:00:01.907787,0.088660261442178,RandomForest,31,Regression,11.74785100286533,0.4833638869449498
MICE,,0 days 00:11:28.581207,0.026800503967224484,RandomForest,31,Regression,11.174785100286533,0.5390893584506075
GAIN,,0 days 00:11:07.083776,0.029490916281724157,RandomForest,31,Regression,11.461318051575931,0.538027452512766
Mean,,0 days 00:00:00.001181,0.1437334244741986,RandomForest,31,Regression,13.46704871060172,0.4762223457884799
Median,,0 days 00:00:00.052598,0.14409219071343987,RandomForest,31,Regression,13.753581661891117,0.475796047914103
Min,,0 days 00:00:00.000158,0.3729297545855864,RandomForest,31,Regression,20.34383954154728,0.15694460209190553
Max,,0 days 00:00:00.000130,0.7946351202426153,RandomForest,31,Regression,19.770773638968482,0.1767532143132593
kNN,17,0 days 00:00:01.907787,0.088660261442178,RandomForest,33,Classification,8.30945558739255,0.3467048710601719
MICE,,0 days 00:11:28.581207,0.026800503967224484,RandomForest,33,Classification,8.595988538681949,0.335243553008596
GAIN,,0 days 00:11:07.083776,0.029490916281724157,RandomForest,33,Classification,9.455587392550143,0.33810888252148996
Mean,,0 days 00:00:00.001181,0.1437334244741986,RandomForest,33,Classification,8.882521489971346,0.3438395415472779
Median,,0 days 00:00:00.052598,0.14409219071343987,RandomForest,33,Classification,8.882521489971346,0.335243553008596
Min,,0 days 00:00:00.000158,0.3729297545855864,RandomForest,33,Classification,12.607449856733524,0.32664756446991405
Max,,0 days 00:00:00.000130,0.7946351202426153,RandomForest,33,Classification,11.174785100286533,0.332378223495702
