FillMethod,FillKVal,FillTime,FillRMSE,PredictMethod,BestK_TreeVal,Class/Regress,OutlierRate,MSE/Accuracy
kNN,13,0:00:00.234506,0.07263841715975106,kNN,4,Regression,13.46704871060172,0.5308354645388177
MICE,,0:12:22.463227,0.019214947390240166,kNN,4,Regression,9.169054441260744,0.6309376348362553
GAIN,,0:00:01.156761,0.29298770584592915,kNN,4,Regression,17.76504297994269,0.38033310569763557
Mean,,0:00:00,0.08586267438171072,kNN,4,Regression,13.753581661891117,0.5083576829762145
Median,,0:00:00.002015,0.08395708708785946,kNN,4,Regression,14.040114613180515,0.50132837090243
Min,,0:00:00.008005,0.3273551984462061,kNN,4,Regression,17.76504297994269,0.3554078664934499
Max,,0:00:00,0.7884153174129291,kNN,4,Regression,20.630372492836678,0.27938414376995013
Full,,,,kNN,4,Regression,9.169054441260744,0.6185691252437222
kNN,13,0:00:00.234506,0.07263841715975106,kNN,7,Classification,10.601719197707736,0.44412607449856734
MICE,,0:12:22.463227,0.019214947390240166,kNN,7,Classification,7.4498567335243555,0.4670487106017192
GAIN,,0:00:01.156761,0.29298770584592915,kNN,7,Classification,14.613180515759312,0.42120343839541546
Mean,,0:00:00,0.08586267438171072,kNN,7,Classification,10.888252148997134,0.4498567335243553
Median,,0:00:00.002015,0.08395708708785946,kNN,7,Classification,10.888252148997134,0.4297994269340974
Min,,0:00:00.008005,0.3273551984462061,kNN,7,Classification,13.753581661891117,0.42120343839541546
Max,,0:00:00,0.7884153174129291,kNN,7,Classification,18.33810888252149,0.3954154727793696
Full,,,,kNN,7,Classification,7.163323782234957,0.47564469914040114
kNN,13,0:00:00.234506,0.07263841715975106,RandomForest,39,Regression,12.893982808022923,0.4472156415162579
MICE,,0:12:22.463227,0.019214947390240166,RandomForest,39,Regression,12.607449856733524,0.5011785236409604
GAIN,,0:00:01.156761,0.29298770584592915,RandomForest,39,Regression,14.040114613180515,0.4948427328177475
Mean,,0:00:00,0.08586267438171072,RandomForest,39,Regression,13.753581661891117,0.48697716760593324
Median,,0:00:00.002015,0.08395708708785946,RandomForest,39,Regression,13.46704871060172,0.4871737185489955
Min,,0:00:00.008005,0.3273551984462061,RandomForest,39,Regression,15.759312320916905,0.38091390228374933
Max,,0:00:00,0.7884153174129291,RandomForest,39,Regression,17.76504297994269,0.3336173835686812
Full,,,,RandomForest,39,Regression,12.607449856733524,0.4845255757091266
kNN,13,0:00:00.234506,0.07263841715975106,RandomForest,43,Classification,12.893982808022923,0.37249283667621774
MICE,,0:12:22.463227,0.019214947390240166,RandomForest,43,Classification,12.034383954154729,0.3868194842406877
GAIN,,0:00:01.156761,0.29298770584592915,RandomForest,43,Classification,12.893982808022923,0.3667621776504298
Mean,,0:00:00,0.08586267438171072,RandomForest,43,Classification,13.46704871060172,0.37249283667621774
Median,,0:00:00.002015,0.08395708708785946,RandomForest,43,Classification,12.320916905444125,0.3839541547277937
Min,,0:00:00.008005,0.3273551984462061,RandomForest,43,Classification,12.893982808022923,0.3868194842406877
Max,,0:00:00,0.7884153174129291,RandomForest,43,Classification,14.899713467048711,0.3638968481375358
Full,,,,RandomForest,43,Classification,12.034383954154729,0.38968481375358166
